,119739
eil,1
ein,1
eisel,1
either,167
eithers,6
eject,1
eke,10
el,1
elbe,2
elbow,49
elbowroom,1
elbows,5
eld,3
elder,40
eldergun,1
elders,4
eldertree,2
eldest,26
eldestborn,1
eldst,1
eleanor,12
eleanors,2
elect,5
elected,5
election,21
electronic,469
electronically,4
elegancy,1
elegies,2
element,11
elements,24
elephant,5
elephanta,1
elephants,1
elevated,1
eleven,21
eleventh,2
elf,2
elflocks,1
elfskin,1
eliads,1
elinor,28
elizabeth,119
ell,3
elle,1
ellen,1
elm,3
eloquence,11
eloquent,4
else,416
elseof,1
elsewhere,10
elsinore,23
eltham,3
elves,8
elvishmarkd,1
ely,29
elysium,6
em,167
email,4
emballing,1
embalm,1
embalms,1
embark,2
embarkd,5
embarked,1
embarquements,1
embassade,1
embassage,6
embassies,2
embassy,14
embattailed,1
embattld,2
embattle,1
embayd,1
embellished,1
embers,1
emblaze,1
emblem,1
emblems,1
embodied,1
emboldens,1
emboldned,1
embossd,4
embossed,3
embounded,1
embowel,1
embowelld,4
embracd,10
embrace,68
embraced,3
embracement,4
embracements,5
embraces,4
embracing,6
embrasures,1
embroiderd,1
embroidery,1
emby,1
emhracing,1
emilia,149
eminence,6
eminent,5
eminently,1
emmanuel,1
emnity,2
empale,1
emperals,1
emperess,8
emperial,1
emperor,91
emperorcaesar,1
emperors,20
empery,6
emphasis,2
empire,17
empirics,1
empiricutic,1
empleached,1
employ,22
employd,26
employed,1
employee,1
employees,2
employer,1
employment,21
employments,2
empoison,1
empoisond,1
empress,45
emptied,2
emptier,2
empties,2
emptiness,3
empty,50
emptyhearted,1
emptying,3
emrald,2
emulate,2
emulation,10
emulations,1
emulator,1
emulous,4
en,7
enact,3
enacted,4
enacts,2
enactures,1
enamelld,2
enamelled,1
enamourd,3
enamoured,2
enanmourd,1
encamp,3
encampd,2
encamped,1
encave,1
enceladus,1
enchafd,1
enchafed,1
enchant,4
enchanted,5
enchanting,6
enchantingly,1
enchantment,2
enchantress,1
enchants,2
enchasd,1
encircle,1
encircled,1
enclosd,1
enclose,1
enclosed,5
encloses,1
encloseth,1
enclosing,1
enclouded,1
encompassd,5
encompassed,1
encompasseth,1
encompassment,1
encore,1
encorporal,1
encounter,52
encounterd,1
encountered,1
encounters,7
encountred,15
encountring,2
encourage,4
encouraged,3
encouragement,2
encrimsoned,1
encroaching,1
encumbred,1
end,346
endall,1
endamage,2
endamagement,1
endanger,2
endart,1
endeard,2
endeared,3
endeavour,16
endeavourd,1
endeavours,9
ended,30
ender,1
ending,11
endings,2
endite,1
endless,8
endow,1
endowd,3
endowed,2
endowments,2
endows,1
ends,49
endud,1
endue,2
endurance,1
endurd,13
endure,76
endured,3
endures,1
enduring,1
endurst,1
endymion,1
eneas,1
enemies,111
enemy,157
enemys,9
enernies,1
enew,1
enfeebled,3
enfeebles,1
enfeoffd,1
enfetterd,1
enfoldings,1
enforcd,15
enforce,34
enforced,14
enforcedly,1
enforcement,6
enforces,2
enforcest,1
enfranched,1
enfranchisd,4
enfranchise,4
enfranchised,1
enfranchisement,6
enfreed,1
enfreedoming,1
engagd,14
engage,5
engaged,4
engagements,1
engaging,1
engaold,1
engender,1
engenderd,2
engenders,6
engendred,2
engendring,1
engilds,1
engine,8
engineer,1
enginer,1
engines,4
engirt,2
england,265
englands,64
english,165
englishd,1
englishman,9
englishmans,1
englishmen,6
englishwoman,1
engluts,1
englutted,2
engraffed,1
engraft,1
engrafted,1
engravd,2
engrave,1
engross,2
engrossd,2
engrossed,2
engrossest,1
engrossing,1
engrossments,1
enguard,1
enigma,2
enigmatical,1
enjoin,2
enjoind,7
enjoined,1
enjoy,47
enjoyd,7
enjoyed,4
enjoyer,1
enjoying,5
enjoys,7
enkindle,2
enkindled,3
enlard,1
enlargd,1
enlarge,8
enlarged,2
enlargement,5
enlargeth,1
enlighten,1
enlinkd,1
enmesh,1
enmities,1
enmity,18
enmitys,1
ennoble,1
ennobled,1
enobarb,1
enobarbus,154
enon,1
enormity,1
enormous,1
enough,311
enoughof,1
enoughwill,1
enow,10
enpatron,1
enpierced,1
enquird,1
enquire,8
enquired,2
enragd,11
enrage,2
enraged,3
enrages,1
enrank,1
enrapt,1
enrich,9
enrichd,9
enriched,2
enriches,1
enridged,1
enrings,1
enrobd,1
enrobe,1
enrolld,2
enrolled,6
enrooted,1
enrounded,1
enscheduld,1
ensconce,3
ensconcing,1
enseamed,1
ensear,1
enseigne,1
ensemble,1
enshelterd,1
enshielded,1
enshrines,1
ensign,6
ensigns,2
enskied,1
ensman,1
ensnare,1
ensnared,1
ensnareth,1
ensteepd,1
ensud,1
ensue,13
ensued,1
ensues,4
ensuing,9
ensuring,1
enswathed,1
entail,3
entame,1
entangled,2
entangles,1
entendre,1
enter,2098
enterd,7
entered,2
entering,2
enterlike,1
enterprise,31
enterprises,3
enters,16
entertain,39
entertaind,14
entertained,3
entertainer,1
entertaining,1
entertainment,37
entertainments,1
entertainst,2
enthralld,3
enthralled,2
enthrond,3
enthroned,2
entice,2
enticements,1
enticing,2
entire,8
entirely,9
entitle,3
entitled,1
entitling,1
entity,3
entomb,2
entombd,2
entombed,1
entrails,11
entrance,19
entrances,1
entrap,4
entrappd,1
entre,1
entreat,111
entreated,12
entreaties,11
entreating,1
entreatments,1
entreats,11
entreaty,12
entred,21
entrenchd,1
entring,5
entry,1
entwist,1
envelop,1
envenom,2
envenomd,2
envenomed,2
envenoms,1
envied,4
envies,1
envious,35
enviously,1
environ,3
environd,3
environed,3
envy,51
envying,2
envys,3
enwheel,1
enwombed,1
enwraps,1
ephesian,1
ephesians,1
ephesus,166
ephesushe,1
epicure,1
epicurean,2
epicures,1
epicurism,1
epicurus,1
epidamnum,7
epidaurus,1
epigram,1
epilepsy,1
epileptic,1
epilogue,19
epilogues,1
epistles,2
epistrophus,1
epitaph,14
epitaphs,2
epithet,3
epitheton,1
epithets,2
epitome,1
equal,44
equalities,1
equality,2
equalld,2
equally,8
equalness,1
equals,4
equinoctial,1
equinox,1
equipage,2
equipment,4
equity,4
equivalent,1
equivocal,2
equivocate,1
equivocates,1
equivocation,2
equivocator,3
ercles,2
ere,359
erebus,3
erect,4
erected,2
erecting,1
erection,3
erects,1
eret,5
erewhile,4
erga,1
ergo,7
eringoes,1
ermengare,1
ernd,1
eros,64
erpingham,12
err,14
errand,18
errands,2
errant,1
errd,2
erred,1
errest,1
erring,5
erroneous,2
error,31
errors,15
errs,3
erst,6
erudition,1
eruption,1
eruptions,3
escalus,98
escapd,6
escapdst,1
escape,20
escaped,2
escapes,5
eschewd,1
escoted,1
esill,1
especial,3
especially,18
esperance,4
espials,3
espied,3
espies,2
espousd,3
espouse,4
espy,3
esquire,7
esquires,2
essay,1
essays,1
essence,3
essential,1
essentially,3
esses,2
essex,4
est,18
establish,5
establishd,3
established,4
estate,48
estatei,1
estates,8
esteem,28
esteemd,8
esteemed,7
esteemeth,1
esteeming,1
esteems,5
esteemst,2
estil,1
estimable,2
estimate,6
estimation,21
estimations,1
estranged,2
estridge,1
estridges,1
et,33
etc,18
etceteras,1
ete,1
eternal,38
eternally,1
eternals,1
eterne,2
eternity,10
eternizd,1
etes,2
etesvous,1
etext,244
etexts,3
ethiope,5
ethiopes,1
ethiopian,1
ethiopians,1
ethiops,1
etna,1
eton,3
etongo,1
etre,1
eunuch,14
eunuchs,2
euphrates,1
euphronius,11
euriphile,4
europa,3
europe,10
evade,1
evades,1
evans,107
evasion,4
evasions,1
evd,1
eve,9
even,569
evenchristen,1
evend,1
evenhanded,1
evening,19
evenly,3
evenpleachd,1
event,26
eventful,1
events,13
ever,595
everangry,1
everburning,2
everesteemed,1
everfixed,2
evergentle,1
everhappy,1
everlasting,21
everlastingly,4
everliving,1
evermore,25
everpardon,1
everpreserved,1
everrunning,1
evervaliant,1
every,491
everyone,5
everything,42
everywhere,16
eves,4
evidence,10
evidences,1
evident,7
evil,62
evileyd,1
evilly,2
evils,25
evitate,1
evn,19
evry,7
evrything,1
ewe,4
ewer,3
ewers,1
ewes,10
exact,9
exacted,1
exactest,1
exacting,1
exaction,3
exactions,3
exactly,6
exacts,1
exalt,1
exalted,3
examination,5
examinations,1
examind,2
examine,12
examined,3
examines,1
exampld,1
example,32
exampled,2
examples,7
exasperate,3
exasperates,1
exceed,14
exceeded,3
exceedeth,1
exceeding,27
exceedingly,5
exceeds,9
excel,6
excelled,1
excellence,20
excellencies,1
excellency,3
excellent,119
excellently,6
excelling,2
excels,7
except,41
excepted,6
excepting,4
exception,5
exceptions,6
exceptless,1
excess,14
excessive,1
exchangd,2
exchange,33
exchanged,1
exchequer,7
exchequers,1
excite,2
excited,1
excitements,2
excites,1
exclaim,10
exclaimd,2
exclaims,6
exclamation,4
exclamations,1
excludes,1
exclusion,2
exclusions,1
excommunicate,2
excommunication,1
excrement,5
excrements,1
excursion,1
excursions,21
excusable,1
excusd,10
excuse,78
excused,2
excuses,4
excusezmoi,2
excusing,2
execrable,1
execrations,2
execute,21
executed,19
executing,2
execution,48
executioner,15
executioners,6
executive,1
executor,2
executors,3
exempt,11
exempted,1
exequies,1
exercise,18
exercises,5
exeter,98
exeunt,1035
exhalation,2
exhalations,2
exhald,1
exhale,2
exhales,2
exhalst,1
exhaust,1
exhibit,4
exhibiters,1
exhibition,6
exhort,2
exhortation,1
exigent,3
exild,6
exile,25
exiled,1
exion,1
exist,2
exists,2
exit,984
exits,1
exorciser,1
exorcisms,1
exorcist,2
expect,31
expectance,1
expectancy,2
expectation,24
expectations,1
expected,10
expecters,1
expecting,5
expects,4
expedience,4
expedient,8
expediently,1
expedition,24
expeditions,1
expeditious,1
expel,5
expelld,1
expels,1
expend,4
expense,20
expenses,5
experiencd,3
experience,20
experiences,1
experiment,2
experimental,1
experiments,2
expert,4
expertness,2
expiate,2
expiation,1
expiration,3
expird,2
expire,6
expired,1
expires,1
expiring,1
explanation,2
explanatory,1
explication,1
exploit,16
exploits,7
exporting,1
exposd,6
expose,5
exposing,2
exposition,4
expositor,1
expostulate,5
expostulation,1
exposture,1
exposure,2
expound,4
expounded,1
express,37
expressd,11
expressed,4
expresseth,1
expressing,3
expressive,1
expressly,10
expressure,3
expulsd,1
expulsion,2
exquisite,12
exsufflicate,1
extant,5
extemporal,3
extemporally,1
extempore,5
extend,17
extended,5
extends,1
extent,6
extenuate,5
extenuated,1
extenuates,1
extenuation,1
exterior,4
exteriorly,1
exteriors,1
extermind,1
extern,2
external,7
extinct,2
extincted,1
extincture,1
extinguish,1
extirp,1
extirpate,1
extirped,1
extol,4
extolld,1
extolment,1
exton,14
extort,5
extorted,2
extortion,1
extortions,1
extract,1
extracted,1
extracting,2
extraordinarily,2
extraordinary,5
extraught,1
extravagancy,1
extravagant,3
extreme,16
extremely,5
extremes,14
extremest,10
extremities,5
extremity,27
exuent,1
exult,2
exultation,1
eyases,1
eyasmusket,1
eyd,3
eye,418
eyeball,1
eyeballs,7
eyebans,1
eyebeams,1
eyebrow,1
eyebrows,2
eyed,1
eyedrops,1
eyeglass,1
eyeless,6
eyelid,1
eyelids,13
eyeoffending,2
eyes,690
eyesight,7
eyesore,1
eyestrings,1
eyewink,1
eyne,9
eyrie,1
eyst,1
fa,5
fabian,74
fable,4
fables,2
fabric,4
fabulous,2
facd,9
face,416
faced,1
facere,1
faceroyal,2
faces,54
faciant,1
facile,1
facility,4
facinerious,1
facing,1
facit,2
fact,12
faction,22
factionary,1
factions,7
factious,10
factor,4
factors,2
faculties,7
faculty,2
fade,7
faded,4
fadeth,1
fadge,2
fading,6
fadings,1
fadom,3
fadoms,1
fagot,1
fagots,1
fail,60
faild,6
failing,6
fails,10
failst,1
fain,66
faint,43
fainted,2
fainter,1
fainthearted,3
fainting,8
faintly,10
faintness,2
faints,7
fair,757
fairand,1
fairbanks,1
fairer,38
fairest,41
fairestboding,1
fairfacd,3
fairies,40
fairing,1
fairings,1
fairjudgment,1
fairly,46
fairness,4
fairplay,1
fairs,5
fairspoken,1
fairst,2
fairtis,1
fairwell,1
fairy,57
fairylike,1
fais,1
fait,1
faites,1
faith,400
faithbreach,1
faithd,1
faithful,33
faithfullst,1
faithfully,11
faithless,4
faiths,6
faitors,1
fal,151
falchion,4
falcon,7
falconbridge,5
falconers,4
falcons,3
fall,299
fallacy,1
fallen,3
falleth,1
falliable,1
fallible,1
falling,26
fallingfrom,1
fallingoff,1
falln,47
fallnoff,1
fallow,3
fallows,1
falls,81
fallst,4
falorous,1
false,289
falseboding,1
falsederived,1
falsefacd,1
falseheart,1
falsehearted,1
falsehood,34
falsely,18
falseness,2
falseplayd,1
falser,2
falsespeaking,1
falsify,1
falsing,1
falstaff,444
falstaffs,10
falter,2
famd,7
fame,68
famed,1
fames,2
familiar,36
familiarbut,1
familiarity,4
familiarly,4
familiars,2
family,7
familys,1
famine,12
famish,8
famishd,10
famished,1
famous,30
famoused,1
famously,2
fan,16
fanatical,1
fancies,13
fancy,47
fancyfree,1
fancymonger,1
fancys,7
fancysick,1
fane,1
fanes,1
fang,14
fangd,1
fangled,1
fangless,1
fangs,4
fannd,3
fanning,3
fans,3
fantasied,1
fantasies,4
fantastic,6
fantastical,15
fantastically,3
fantasticoes,1
fantasy,14
fap,1
far,279
farborough,1
farced,1
fard,1
fardel,7
fardels,1
fare,136
fares,29
farewell,352
farewells,2
farewellyet,1
farfet,1
fariners,1
faring,1
farm,8
farmer,1
farmers,2
farmhouse,2
farms,1
faroff,3
farre,1
farrow,1
farst,2
farther,43
farthest,14
farthing,2
farthingale,3
farthingales,1
farthings,2
fartuous,1
fas,1
fashion,99
fashionable,2
fashiond,10
fashioning,2
fashionmongers,1
fashionmonging,1
fashions,9
fast,129
fastclosed,1
fasted,1
fasten,4
fastend,3
fastened,2
faster,16
fastest,2
fastfalling,1
fasti,1
fasting,13
fastlost,1
fastly,1
fastned,4
fastolfe,10
fasts,4
fat,66
fatal,42
fatally,1
fatalplotted,1
fatalready,1
fatbraind,1
fate,44
fated,5
fates,14
fatguts,1
father,836
fatherd,2
fathered,1
fatherinlaw,4
fatherless,2
fatherly,3
fathers,276
fathersmen,1
fathom,8
fathomless,1
fathoms,3
fatigate,1
fatkidneyd,1
fatness,1
fatroom,1
fats,1
fatted,2
fatter,1
fattest,2
fatting,1
fatuus,1
fatwitted,1
fauconbridge,2
faulconbridge,22
fault,162
faultall,1
faultand,1
faultiness,1
faultless,3
faults,103
faulty,3
fausse,1
fauste,1
faustuses,1
faut,1
favor,10
favorable,1
favorably,1
favors,2
favour,118
favourable,4
favourd,1
favourer,2
favourers,1
favouring,2
favourite,2
favourites,7
favours,42
favout,1
fawn,13
fawnd,1
fawneth,1
fawning,5
fawns,2
fay,3
fe,4
fealty,6
fear,625
feard,44
feared,4
fearest,1
fearful,89
fearfullst,1
fearfully,7
fearfulness,1
fearfulwherefore,1
fearing,24
fearless,3
fears,77
fearst,3
fearsurprised,1
fearswhich,1
feartwill,1
feast,100
feasted,5
feasting,8
feasts,17
feastwon,1
feat,6
feated,1
feater,1
feather,23
featherbedhere,1
featherd,1
feathered,2
feathers,13
featly,2
feats,13
featurd,1
feature,15
featured,1
featureless,1
features,3
february,1
fecks,1
fed,30
fedary,2
federal,2
federary,1
fee,35
feeble,37
feebled,1
feebleness,1
feebling,1
feebly,1
feed,83
feeder,5
feeders,3
feedeth,1
feeding,16
feeds,16
feedst,3
feefarm,1
feegrief,1
feel,103
feelers,1
feeling,32
feelingly,5
feels,8
feelst,1
feelt,4
fees,10
feesimple,4
feet,58
fehemently,1
feign,9
feignd,3
feigned,6
feigning,5
feil,1
feith,1
felicitate,1
felicity,2
fell,127
felld,2
fellest,2
fellies,1
felllurking,1
fellow,309
fellowfault,1
fellowly,1
fellowministers,1
fellows,79
fellowscholars,1
fellowservant,1
fellowship,17
fellowships,1
fellowst,1
fells,2
fellst,1
felon,2
felonious,1
felony,2
felt,35
feltst,1
female,17
females,3
feminine,1
fen,3
fencd,1
fence,12
fencer,1
fencers,1
fencethree,1
fencing,3
fennel,2
fenny,1
fens,2
fensuckd,1
fenton,46
fer,5
ferdinand,53
fere,1
fernseed,2
ferrara,1
ferrers,1
ferret,3
ferry,1
ferryman,1
fertile,15
fertilefresh,1
fertility,2
fervency,1
fervour,3
fery,6
feste,2
fester,3
festes,1
festinate,1
festinately,1
festival,6
festivals,1
festred,2
festring,1
fet,2
fetch,122
fetchd,1
fetches,4
fetching,1
fetcht,1
fetlock,1
fetlocks,1
fetter,4
fetterd,2
fettering,1
fetters,2
fettle,1
fettred,2
feu,2
feud,1
fever,23
feverous,4
fevers,1
feverweakned,1
few,66
fewer,4
fewest,2
fewness,1
fickle,11
fickleness,1
fico,1
fiction,3
fiddle,2
fiddler,3
fiddlestick,2
fidele,9
fideles,1
fidelicet,2
fidelity,1
fidiusd,1
fie,153
field,187
fieldbed,1
fielddew,1
fielded,1
fields,31
fiend,63
fiendlike,2
fiends,17
fierce,40
fiercely,1
fierceness,3
fiery,47
fieryfooted,1
fieryred,1
fife,14
fifes,1
fifteen,16
fifteens,1
fifteenth,1
fifth,31
fifths,1
fifty,30
fiftyfive,2
fiftyfold,1
fig,5
fight,277
fighter,4
fightest,1
fighteth,2
fighting,19
fights,13
fightst,2
figleaves,1
figo,2
figs,4
figsend,1
figurd,3
figure,40
figured,1
figures,17
figuring,3
fike,3
filberts,1
filch,1
filchd,1
filches,1
filching,3
fild,2
file,21
filed,6
filename,5
filenames,1
files,6
filesi,1
filial,4
filius,1
fill,71
filld,23
filled,4
fillet,2
fillhorse,1
filling,8
fillip,3
fills,12
fillswhy,1
filly,1
film,2
fils,1
filth,8
filths,2
filthy,21
fin,3
finally,1
financial,1
finch,2
find,527
finder,2
finderout,1
findeth,1
findfaults,1
finding,16
findings,1
finds,42
findst,5
fine,94
finebaited,1
fineless,1
finely,10
finem,1
fineness,3
finer,6
fines,6
finest,3
finger,61
fingerd,2
fingerend,1
fingering,3
fingers,44
fingre,3
fingres,4
fingring,1
finical,1
finish,9
finishd,5
finished,3
finisher,1
finless,1
fins,2
finsbury,1
finst,3
firago,1
fird,2
fire,255
firebrand,3
firebrands,1
firedrake,1
fireeyd,2
firenew,4
firerobd,1
fires,22
fireshovel,1
firework,1
fireworks,1
firing,1
firk,2
firm,41
firmament,6
firmly,8
firmness,2
firmset,1
first,1159
firstbegotten,1
firstborn,7
firstheaven,1
firstlings,3
firsts,1
fish,43
fishd,2
fisher,1
fishermen,3
fishermens,1
fishers,1
fishes,9
fishified,1
fishlike,1
fishmeals,1
fishmonger,2
fishpond,1
fisnomy,1
fist,10
fisting,1
fists,1
fistula,1
fit,161
fitchew,3
fitful,1
fitly,5
fitment,1
fitness,11
fits,41
fitst,1
fitted,14
fitter,9
fittest,4
fitteth,3
fitting,8
fitzwater,12
five,126
fiveandthirty,1
fiveandtwenty,5
fivefingertied,1
fivefold,1
fivepence,1
fives,1
fivescore,2
fix,4
fixd,24
fixed,17
fixes,1
fixeth,1
fixing,3
fixture,3
flag,7
flagging,1
flagon,1
flagons,1
flags,2
flail,1
flakes,1
flaky,1
flamd,1
flame,23
flamecolourd,1
flamecoloured,1
flamen,1
flamens,1
flames,12
flaming,5
flaminius,23
flanders,2
flannel,1
flap,1
flapdragon,1
flapdragond,1
flapdragons,1
flapeard,1
flaring,1
flash,4
flashes,3
flashing,1
flask,2
flat,24
flatlong,1
flatly,4
flatness,1
flats,5
flatter,43
flatterd,10
flattered,4
flatterer,14
flatterers,14
flatterest,1
flatteries,6
flattering,18
flatteringsweet,1
flatters,3
flatterst,1
flattery,22
flattred,1
flattring,3
flattry,1
flaunts,1
flavio,1
flavius,62
flaw,5
flawd,3
flaws,4
flax,4
flaxen,1
flaxwench,1
flay,1
flayd,5
flaying,2
flea,5
fleance,16
fleas,3
flecked,1
fled,88
fledge,1
fledthat,1
flee,2
fleecd,1
fleece,9
fleeces,1
fleer,2
fleerd,1
fleering,1
fleers,1
fleet,25
fleeter,2
fleeting,4
fleetst,1
fleming,1
flemish,1
flesh,131
fleshd,6
fleshes,1
fleshfly,1
fleshly,1
fleshment,1
fleshmonger,1
flew,5
flewd,1
flexible,2
flexure,2
flibbertigibbet,2
flickering,1
flidge,1
fliers,4
flies,54
flieth,2
flight,53
flights,2
flighty,1
flinch,2
fling,6
flint,21
flints,1
flinty,10
flirtgills,1
float,2
floated,1
floating,2
flock,19
flocks,4
flood,46
floodgate,1
floodgates,1
floods,11
floor,4
flora,1
florence,24
florences,1
florentine,13
florentines,2
florentius,1
florizel,60
flote,1
floulish,1
flour,1
flourish,133
flourishd,4
flourishes,4
flourisheth,1
flourishing,3
flout,21
flouted,4
flouting,3
flouts,2
flow,28
flowd,4
flowed,2
flower,43
flowerdeluce,2
flowerdeluces,2
flowerets,1
flowers,47
flowersoft,1
flowing,5
flown,7
flowr,7
flowrdeluce,1
flowred,1
flowrets,1
flowring,4
flowrs,18
flowry,4
flows,7
fluellen,89
fluent,1
flung,5
flush,3
flushing,1
flusterd,1
flute,19
flutes,2
flutterd,1
flux,2
fluxive,1
fly,241
flybitten,1
flyblowing,1
flyblown,1
flying,17
fo,4
foal,1
foals,1
foam,3
foamd,1
foamed,1
foaming,5
foams,3
foamy,1
fob,1
focative,2
fodder,1
foe,62
foeman,1
foemans,1
foemen,2
foemens,1
foes,73
fog,7
foggy,3
fogs,3
foh,8
foi,3
foil,13
foild,3
foiled,1
foils,9
foin,2
foining,2
foins,1
fois,2
foison,5
foisons,1
foist,1
foix,2
fold,14
folded,7
folds,2
folio,1
folk,4
folks,11
follies,13
follow,310
followd,26
followdst,1
followed,40
follower,13
followers,52
followest,1
following,56
follows,68
followst,1
folly,79
follyfalln,1
fond,56
fonder,1
fondly,9
fondness,3
font,2
fontibell,1
food,65
fool,461
foola,1
foolbeggd,1
foolborn,1
foold,3
fooleries,1
foolery,13
foolhardiness,1
foolhardy,2
fooling,10
foolish,95
foolishcompounded,1
foolishly,5
foolishness,1
foolry,4
fools,117
foolshead,1
foot,169
football,2
footboy,2
footboys,2
footcloth,3
footed,4
footfall,1
footing,14
footlicker,1
footman,5
footmen,1
footpath,2
footsteps,1
footstool,1
fopped,1
foppery,3
foppish,1
foppry,1
fops,1
for,8261
forage,3
foragers,1
forbade,2
forbear,57
forbearance,6
forbears,1
forbeart,1
forbid,74
forbidden,5
forbiddenly,1
forbids,6
forbod,1
forborne,1
forcd,27
force,107
forced,14
forceful,1
forceless,1
forces,44
forcible,3
forcibly,4
forcing,3
ford,275
fordid,1
fordo,1
fordoes,2
fordone,2
fords,15
fore,31
foreadvisd,1
forebemoaned,1
forebetrayed,1
forecast,1
foreend,1
forefather,1
forefathers,3
forefinger,2
forefoot,1
forego,1
foregoers,1
foregone,3
forehand,4
forehead,22
foreheads,2
forehorse,1
foreign,28
foreigners,1
foreknowing,2
foreknowledge,1
foremost,5
forenamed,1
forenoon,2
forepast,1
forerank,1
forerecited,1
forerun,4
forerunner,3
forerunning,1
foreruns,1
foresaid,6
foresaw,1
foresay,1
foresee,6
foreseeing,1
foresees,1
foreshowd,1
foreskirt,1
forespent,2
forespurrer,1
forest,70
forestall,5
forestalld,2
forestalled,1
forestborn,1
forester,12
foresters,4
forests,3
foretell,4
foretelling,1
foretells,3
forethink,1
forethinking,1
forethought,1
foretold,4
forever,14
forevouchd,1
foreward,1
forewarn,1
forewarnd,1
forewarned,1
forfeit,29
forfeited,5
forfeiters,1
forfeiting,2
forfeits,4
forfeiture,8
forfeitures,1
forfend,10
forfended,1
forgave,2
forgd,8
forge,5
forged,5
forgeries,2
forgery,2
forges,4
